income,age,credit,default
40976.92840473145,31.066772187583563,654.2800462139147,0
53493.78216478792,35.83495315908376,674.1465599729399,0
60707.03417081788,27.35775532311365,662.0635177921358,0
37767.04794174629,18.022312849042212,679.0493192850465,0
44724.91100628591,44.28789637819752,662.8545149108214,0
50815.281541776865,28.96415927565193,661.6280172644359,0
54915.88753059011,27.644226818214797,779.5897298856056,0
48016.15874858791,10.051691973313027,697.5942724041684,0
30107.748903340107,34.327760817504625,656.4871693168416,1
52243.71287058696,21.006114484383886,705.4492988651898,0
59155.541602467885,27.907740368635384,612.9291790631465,0
50942.78366900114,34.90497124565031,706.771214562106,1
60154.65824523143,30.16865683450721,705.2928551525047,1
59780.17268867274,34.83386648572635,746.6170747286272,0
38033.02105068252,23.176629510240375,625.8398586230225,0
53712.48959360412,36.5276125942873,608.184297832876,1
48909.75804682608,36.263256696163786,671.7865686253099,0
54779.15025546077,43.542269652318524,606.8334295353105,1
55390.80469442717,23.441662802559996,679.9886176149085,0
72574.99881771396,38.28296332018832,739.8995110038535,0
53935.58602361199,34.19183410447648,610.9634718836844,1
58746.468582022906,31.855958458816943,720.0620238698691,0
39291.483377737866,49.63105006294884,691.2041144888337,0
53840.75264691611,28.321920946619905,662.0537744010763,0
47705.32656041715,20.408613880571856,648.9915390132579,0
56001.64401922297,27.145415873405362,737.2760340844195,0
50943.232345921526,35.344420494841486,660.8858008551914,0
51257.644769907914,51.30172912801069,647.7317683474666,0
37675.46578945027,24.86880022000367,696.387781849515,1
50681.11051791434,37.723264345359155,727.56894400649,0
49106.321313680855,22.17589801924977,614.3757890571733,0
47144.376874052,56.64755870461307,703.6088786850337,0
52982.2087311077,19.284655561550487,708.2253041061858,0
29683.32983447308,38.083718147853055,666.2683934414301,0
69937.43944553232,10.817242881112708,611.8832048208831,0
62968.33605980752,30.218693229549004,592.7198394418286,1
45949.63634489663,47.607877965273616,653.2387805138806,0
30049.395157648454,36.469350811436165,671.1510091104283,0
40866.55693235878,44.74653910334525,722.9122465266021,0
55342.65944647198,29.90332376952137,770.1819184914428,1
36132.330682739164,29.355780082162692,669.0836495792772,1
57413.04192063988,30.6980122524578,722.4944424223406,0
51653.33109134759,32.21766628061876,668.4391092778467,1
64395.73536253958,27.963004128582625,799.730193567527,0
41390.99585026676,48.17514801471117,717.1562531549016,0
58948.86774068576,36.147230904068074,705.1920853515683,0
48429.41277412693,49.437272559257025,673.9139209929598,0
36321.136021409024,38.02120160293336,675.165893054304,0
47405.412594590984,30.042882786142755,684.9272464556559,0
46634.98320031147,46.714561385569326,649.9953349874709,0
24771.827997795346,28.91294653329381,711.6956594140986,0
65415.03892369769,51.49283175476362,736.7532483815519,0
35626.6284571782,33.910225458765744,618.5603901789552,0
44163.37963077225,32.38333279767993,689.4827331982044,0
47608.31885053246,46.54312656978777,608.1237665656819,1
51965.78198055507,36.83161048312636,642.5227090322402,0
65311.64724104239,28.354736975662114,738.773279696212,1
51823.344349442756,46.39241134574855,736.0659891800971,0
71435.77544652586,25.096279193405252,672.0215169258074,1
41601.50908766512,45.68561612776578,672.8073152050332,0
49819.52184944119,15.96237211887566,727.6988921261723,0
52219.2769121144,43.3493893359754,636.8767495162217,0
69705.58338315427,32.43097079789309,664.4219485248868,0
49302.462273968806,43.4213637664398,746.3709829428227,1
53625.18041556462,5.393514101100244,654.3183949935296,0
42142.83968582477,37.378385501003294,627.1116425902541,0
44436.48134268677,37.70787614492343,684.5806657696669,0
70682.92406633828,18.747309770869357,653.4923512014478,0
36033.19730245731,39.354779321312314,804.2521797730053,1
46819.88431416914,28.58345151152914,714.0824473305665,0
47520.61168457927,22.19191860846615,666.906482340965,0
51160.981948758155,40.721955034684804,735.1065409051054,1
59290.85506930841,24.921043379603887,783.8357682035436,0
62000.37639123887,35.429515752127955,686.9149911551195,1
48783.12674560186,47.565563485778654,727.3041520244197,0
36348.37469980136,32.307111495402445,694.781182008424,0
52082.281870242405,24.018069063379173,718.0124112467945,0
51432.90120427282,32.39799210512816,793.2403701067533,0
61834.86368891271,45.39987821834588,755.9832610605862,0
43049.25552335014,45.37367268140321,660.2212786235701,0
37781.30381461933,38.89836425358171,684.2420744519834,1
39533.869209310426,27.305089215538132,709.772537425163,0
55323.25625113946,25.83869898815381,678.7473612005299,0
41462.67834693485,20.055501825658645,694.2231678177124,0
51763.92977611152,54.05778843920584,744.4878574902324,0
38892.04368356998,38.312190091769416,741.6882317929726,0
